"swt","sr","st100","st255","sm100","sm255","doc_gwlf","cyday"
5.936391,52.625,5.157083071,6.53,0.383291667,0.413,6.204,0.453990499739547
5.973968,108.0416667,5.213333333,6.505,0.381583333,0.412958333,6.119,0.438371146789077
6.014101,36.29166667,5.344583271,6.4675,0.380291667,0.412,6.115,0.422618261740699
6.111267,66,5.550833283,6.455,0.379541667,0.412,5.986,0.4067366430758
6.259681,39.95833333,5.838333283,6.438333233,0.379,0.411,5.785,0.390731128489274
6.352794,80.875,6.125833283,6.4049997,0.379875,0.411,5.509,0.374606593415912
6.261494,87.58333333,6.27375,6.4049997,0.38025,0.410291667,5.642,0.3583679495453
6.039834,131.2083333,6.042499938,6.4049997,0.380166667,0.41,5.819,0.342020143325669
5.995894,119.8333333,5.519583296,6.4049997,0.38,0.409666667,5.965,0.325568154457157
6.01533,133.2083333,4.984166604,6.367499925,0.379166667,0.409,5.924,0.309016994374947
6.063056,112.4166667,4.732083333,6.338333333,0.378625,0.409,5.922,0.292371704722737
