"swt","sr","st100","st255","sm100","sm255","doc_gwlf","cyday"
6.067634,133.75,4.78625,6.305,0.378916667,0.408208333,4.978,0.275637355816999
6.063274,145.3333333,4.82375,6.26125,0.380916667,0.408,5.104,0.258819045102521
6.048476,130.7083333,4.734166667,6.238333333,0.381083333,0.408,8.2,0.241921895599668
6.038664,130.5,4.686249888,6.205,0.382,0.407083333,5.907,0.224951054343865
6.014884,154.4583333,4.659166517,6.163333083,0.382,0.407,5.805,0.207911690817759
6.023834,138.2083333,4.571666667,6.134166492,0.382166667,0.407,5.931,0.190808995376545
5.865573,71.20833333,4.555,6.102916667,0.382,0.406208333,8.433,0.17364817766693
5.890216,54.75,4.575833321,6.055,0.383208333,0.406,7.896,0.156434465040231
5.872395,123,4.696666554,6.027916667,0.384958333,0.406,5.922,0.139173100960066
5.761084,93.375,4.74875,6.005,0.3855,0.406,5.628,0.121869343405147
5.670804,134.9583333,4.663333183,5.965416667,0.385125,0.405083333,5.715,0.104528463267653
5.615378,141.4166667,4.544583333,5.944583271,0.384916667,0.405,5.896,0.0871557427476581
5.588394,160.5,4.382083333,5.9049997,0.384041667,0.405,6.131,0.0697564737441255
5.470775,158.375,4.188333333,5.863333283,0.383416667,0.404916667,6.451,0.052335956242944
5.398336,202.0416667,3.9425,5.825833333,0.382291667,0.404,6.862,0.0348994967025011
5.350568,183.625,3.888333333,5.78,0.380583333,0.404,7.392,0.0174524064372834
5.265317,77.54166667,3.959166667,5.7425,0.379333333,0.404,7.45,6.12323399573677e-17
5.186501,198.7083333,4.002916667,5.705,0.378416667,0.403625,7.501,-0.0174524064372835
5.215629,226.125,4.069583333,5.661249738,0.376791667,0.403,7.485,-0.0348994967025007
5.230302,226.0416667,4.163333333,5.62999985,0.37475,0.403,7.009,-0.0523359562429436
5.226128,196.5416667,4.152916667,5.605,0.372291667,0.402708333,6.93,-0.0697564737441253
5.242177,195.5833333,3.913333292,5.557083333,0.370166667,0.402,7.036,-0.0871557427476582
5.34325,196.75,3.686249938,5.521666667,0.368333333,0.402,7.133,-0.104528463267653
5.40866,131.0416667,3.496666583,5.482083333,0.366708333,0.401458333,7.22,-0.121869343405147
5.458441,201.375,3.617499917,5.438333233,0.365458333,0.401,7.298,-0.139173100960065
5.518706,194.6666667,3.892499954,5.4049997,0.364208333,0.401,7.366,-0.156434465040231
5.675938,188.75,4.182083333,5.359166642,0.362916667,0.400041667,7.427,-0.17364817766693
5.833326,158.125,4.546666642,5.355,0.362,0.4,6.223,-0.190808995376545
5.917402,203.0416667,4.934166604,5.340416667,0.362708333,0.39975,5.652,-0.207911690817759
6.043176,97.125,5.225833283,5.305,0.36375,0.399,5.507,-0.224951054343865
6.315366,139.125,5.467499925,5.31125,0.367,0.399,5.553,-0.241921895599668
6.549265,150.6666667,5.844583283,5.350833333,0.371666667,0.399,5.787,-0.258819045102521
6.764817,223.4583333,6.213333271,5.355,0.376416667,0.398208333,8.956,-0.275637355816999
7.008787,112.5833333,6.504999938,5.369583246,0.3845,0.398,11.881,-0.292371704722737
7.140534,204.9166667,6.757083296,5.4049997,0.396041667,0.398,10.544,-0.309016994374947
7.323013,221.5833333,6.888333158,5.432083196,0.400541667,0.398,7.656,-0.325568154457156
7.500513,156.2916667,6.9675,5.455,0.401,0.398,8.662,-0.342020143325669
7.615983,209.125,7.088333283,5.502916667,0.404333333,0.3985,10.895,-0.3583679495453
7.814785,135.875,7.232083296,5.534166667,0.406875,0.399,9.172,-0.374606593415912
8.346406,141.375,7.436249913,5.57375,0.406166667,0.399,8.198,-0.390731128489274
8.197641,124.2916667,7.669583258,5.619583246,0.405083333,0.399541667,6.934,-0.4067366430758
8.280933,231.5,7.7925,5.667499775,0.404625,0.4,6.708,-0.422618261740699
8.260658,249,7.746666667,5.713333333,0.404,0.4,6.656,-0.438371146789078
8.343146,228.0833333,7.629999938,5.755,0.403583333,0.4,6.813,-0.453990499739547
8.396289,170,7.605,5.805,0.403208333,0.4,6.565,-0.469471562785891
8.416969,249.2916667,7.605,5.844583333,0.4025,0.4,6.833,-0.484809620246337
8.539961,230.75,7.57375,5.882083171,0.40125,0.4,6.846,-0.5
8.722071,257,7.619583283,5.911249738,0.400666667,0.4,6.836,-0.515038074910054
8.844128,183.5833333,7.74875,5.955,0.399,0.4,6.839,-0.529919264233205
8.976503,46.375,7.923749888,6.000833333,0.398708333,0.4,9.874,-0.544639035015027
9.04437,176.5416667,7.98625,6.044583333,0.402666667,0.4,7.959,-0.559192903470747
9.26856,92.54166667,8.073750104,6.08625,0.403,0.4,10.268,-0.573576436351046
9.437276,76.25,8.282083417,6.127916529,0.403,0.400791667,10.753,-0.587785252292473
9.50941,128.625,8.500833333,6.17999985,0.403,0.401,8.69,-0.601815023152048
9.623177,149.6666667,8.755,6.234166667,0.406458333,0.401,10.946,-0.615661475325658
9.732707,171.3333333,8.87375,6.288333333,0.417541667,0.4015,9.123,-0.629320391049837
9.849432,250.7916667,8.913333333,6.3425,0.41675,0.402625,9.309,-0.642787609686539
9.864927,269.9166667,8.955,6.398749738,0.415541667,0.403416667,9.22,-0.656059028990507
9.985951,101.4583333,8.927916667,6.454999988,0.413416667,0.404,8.315,-0.669130606358858
9.871368,268.875,8.827916667,6.509166667,0.411625,0.404708333,10.267,-0.681998360062498
9.754267,227.5416667,8.68625,6.555,0.411666667,0.405,9.436,-0.694658370458997
9.789113,256.9166667,8.571666667,6.605,0.412833333,0.405,8.456,-0.707106781186547
9.899704,244.4583333,8.490416667,6.648749738,0.412083333,0.405958333,8.699,-0.719339800338651
10.021279,289.3333333,8.505,6.688333233,0.4125,0.406,8.137,-0.73135370161917
9.98808,51.625,8.555,6.73,0.412458333,0.406083333,10.387,-0.743144825477394
10.356453,192.9583333,8.588333333,6.769583333,0.41825,0.407,9.004,-0.754709580222772
10.334979,165.25,8.86125,6.813333333,0.416458333,0.408,7.906,-0.766044443118978
10.52095,168.375,9.090416667,6.861249963,0.414041667,0.408,7.638,-0.777145961456971
10.635565,217.4166667,9.234166667,6.913333083,0.411583333,0.408916667,7.528,-0.788010753606722
10.649206,239.5833333,9.27375,6.965416667,0.408125,0.409,7.431,-0.798635510047293
10.845718,242.25,9.23625,7.0175,0.40475,0.408375,7.369,-0.809016994374947
11.014549,70.66666667,9.194583333,7.063333333,0.402083333,0.408,6.952,-0.819152044288992
10.963785,172.4166667,9.159166667,7.109166642,0.401125,0.408,7.311,-0.829037572555042
11.087604,274.625,9.232083333,7.1549997,0.401625,0.408,6.793,-0.838670567945424
11.186845,248.3333333,9.3175,7.205,0.403166667,0.408,7.254,-0.848048096156426
11.466471,334.9166667,9.396666667,7.252916667,0.40375,0.408,7.925,-0.857167300702112
11.728353,269.2916667,9.577916667,7.29875,0.402416667,0.408,7.791,-0.866025403784439
11.867388,227.5,9.821666667,7.34875,0.400708333,0.408,7.656,-0.874619707139396
12.048227,189.4166667,9.969583333,7.409166392,0.398958333,0.407125,7.542,-0.882947592858927
12.478534,166.2916667,10.06333333,7.465416667,0.396875,0.407,7.58,-0.891006524188368
13.565598,194.4166667,10.20916667,7.521666667,0.394791667,0.407,7.537,-0.898794046299167
13.649023,284.625,10.5425,7.584166667,0.392125,0.407,7.485,-0.90630778703665
13.993496,290.0416667,10.97166667,7.6549998,0.389208333,0.406583333,7.47,-0.913545457642601
14.699092,290.25,11.35708333,7.732083333,0.386333333,0.406,7.499,-0.92050485345244
14.824957,332.5416667,11.73625,7.821666667,0.38325,0.406,7.597,-0.927183854566787
15.607225,339.4166667,12.10708333,7.913333183,0.379666667,0.405416667,7.839,-0.933580426497202
16.157245,281.3333333,12.46333333,8.009166667,0.375916667,0.405,7.838,-0.939692620785908
15.445702,132.5,12.74458333,8.111250229,0.373583333,0.404583333,7.837,-0.945518575599317
15.464748,175.9166667,12.77166667,8.213333333,0.372416667,0.404,7.03,-0.951056516295154
15.658052,264.5,12.72166667,8.3133335,0.370666667,0.404,7.48,-0.956304755963035
15.5477,264.0833333,12.67375,8.409166771,0.368875,0.403125,7.429,-0.961261695938319
14.965508,114.375,12.55708333,8.502916667,0.368208333,0.403,9.758,-0.965925826289068
15.142257,290.0833333,12.3175,8.588333333,0.3705,0.402666667,8.878,-0.970295726275996
15.256144,198.6666667,12.18,8.675833333,0.371916667,0.402,8.377,-0.974370064785235
16.042153,265.5833333,12.17166667,8.74875,0.372958333,0.402,8.15,-0.978147600733806
15.780737,255.25,12.30083333,8.827916667,0.372833333,0.401583333,7.99,-0.981627183447664
16.029052,246.4583333,12.35916667,8.902916667,0.372166667,0.401,7.98,-0.984807753012208
16.002019,95.33333333,12.38625,8.982083333,0.371,0.401,7.861,-0.987688340595138
15.890888,174.2916667,12.36958333,9.059166667,0.3705,0.400458333,7.505,-0.99026806874157
15.599194,238.2916667,12.35291667,9.13,0.37,0.4,7.5,-0.992546151641322
14.961247,248.5,12.32166667,9.202916667,0.370625,0.4,8.386,-0.994521895368273
15.240288,246.5833333,12.24041667,9.275833333,0.371083333,0.399583333,9.217,-0.996194698091746
15.3886,199.875,12.205,9.338333333,0.370625,0.399,8.989,-0.997564050259824
15.849966,295,12.21333333,9.400833333,0.369666667,0.399,8.872,-0.998629534754574
15.95431,124.5833333,12.27166667,9.465416667,0.368708333,0.398666667,8.63,-0.999390827019096
15.87229,110.75,12.38,9.527916667,0.368125,0.398,8.173,-0.999847695156391
15.96522,182.4166667,12.43208333,9.590416667,0.367791667,0.398,8.779,-1
15.856058,188.5,12.53,9.66125,0.367166667,0.398,7.977,-0.999847695156391
15.914685,225.2083333,12.56541667,9.725833333,0.366833333,0.397291667,9.747,-0.999390827019096
15.585077,60.5,12.52791667,9.78625,0.366,0.397,9.718,-0.998629534754574
15.679037,121.8333333,12.46333333,9.8425,0.366083333,0.397,10.453,-0.997564050259824
15.629331,228.9583333,12.51125,9.900833333,0.366583333,0.39675,10.973,-0.996194698091746
15.873258,253.875,12.62375,9.965416667,0.366583333,0.396,11.821,-0.994521895368273
15.919256,146.5,12.76958333,10.02583333,0.366,0.396,11.412,-0.992546151641322
17.450805,193.4583333,12.97166667,10.08416667,0.365083333,0.396,11.09,-0.99026806874157
17.232649,311.0416667,13.40083333,10.155,0.363125,0.395125,10.649,-0.987688340595138
17.729107,280.0416667,14.01125,10.23208333,0.359875,0.395,10.221,-0.984807753012208
18.319728,322.25,14.53625,10.32375,0.356541667,0.394583333,9.806,-0.981627183447664
19.267611,326.7916667,14.93833333,10.42166667,0.354125,0.394,9.392,-0.978147600733806
19.506134,286.5,15.38416667,10.52791667,0.351833333,0.39375,8.971,-0.974370064785235
19.584256,255.6666667,15.71333333,10.64041667,0.350541667,0.393,8.545,-0.970295726275996
19.808913,239.2083333,15.74458333,10.755,0.349041667,0.393,8.14,-0.965925826289068
20.006881,246.875,15.65291667,10.86541667,0.348166667,0.392291667,7.889,-0.961261695938319
20.348035,257.3333333,15.6675,10.96958333,0.347375,0.392,7.888,-0.956304755963036
20.687239,249.625,15.72583333,11.07583333,0.345875,0.391625,7.887,-0.951056516295154
20.928318,259.5416667,15.83208333,11.18416667,0.344125,0.391,7.886,-0.945518575599317
21.270626,322.2083333,16.06125046,11.29041667,0.341041667,0.39075,7.885,-0.939692620785908
21.598576,270.4583333,16.44250004,11.40083333,0.337416667,0.39,7.885,-0.933580426497202
21.598639,237.9583333,16.83208333,11.51541667,0.335791667,0.389791667,7.884,-0.927183854566787
21.611261,196.9166667,17.05708333,11.6425,0.33575,0.389,7.883,-0.92050485345244
21.54751,169.4166667,17.155,11.75916667,0.335,0.389,7.928,-0.913545457642601
20.692185,95.66666667,17.05708333,11.87583333,0.335083333,0.388333333,11.509,-0.90630778703665
20.801413,241.7083333,16.84666667,11.99041667,0.336,0.388,13.594,-0.898794046299167
21.027823,263,16.73416667,12.09875,0.336,0.387875,11.715,-0.891006524188368
21.005952,223.8333333,16.67375,12.20083333,0.338208333,0.387,12.058,-0.882947592858927
21.303854,237.3333333,16.62166667,12.29875,0.342166667,0.387,11.816,-0.874619707139396
21.084093,183.7916667,16.53833333,12.39458333,0.345666667,0.387,9.942,-0.866025403784439
20.654968,236.1666667,16.33625033,12.48416667,0.3485,0.386,10.555,-0.857167300702112
20.058526,80.08333333,16.08833354,12.56958333,0.351291667,0.386,12.782,-0.848048096156426
20.024021,85.91666667,15.83833333,12.63833333,0.36075,0.386,16.098,-0.838670567945424
19.234565,179.7916667,15.7425,12.71958333,0.373875,0.386,14.478,-0.829037572555042
19.010176,205.5416667,15.6175,12.78208333,0.380041667,0.386,14.158,-0.819152044288992
19.234347,246.6666667,15.44458333,12.8425,0.384416667,0.386,16.017,-0.809016994374948
19.192603,251.0416667,15.305,12.89875,0.385583333,0.386,16.105,-0.798635510047293
18.972559,170.7916667,15.15083333,12.95083333,0.385583333,0.386,12.808,-0.788010753606722
19.132784,226.1666667,15.07375,13.00083333,0.387333333,0.386,16.238,-0.777145961456971
18.972918,135.4166667,15.07166667,13.04666667,0.389,0.386,15.367,-0.766044443118978
18.812409,187.125,15.02375,13.0925,0.389,0.386,15.748,-0.754709580222772
18.81524,184.2083333,14.94041667,13.13416667,0.3885,0.386,15.253,-0.743144825477394
18.491075,184.5,14.83833333,13.16958333,0.386458333,0.386,14.232,-0.731353701619171
18.16347,208.7916667,14.70708333,13.205,0.385541667,0.386,13.97,-0.719339800338651
18.313595,159.3333333,14.63416667,13.24875,0.385,0.386,15.767,-0.707106781186548
18.239171,86.625,14.66541667,13.2675,0.385,0.386,12.842,-0.694658370458998
18.190712,98.125,14.75708333,13.305,0.3855,0.386541667,13.732,-0.681998360062499
18.324599,211.0416667,14.8175,13.34041667,0.387,0.387,17.202,-0.669130606358858
18.155276,201.375,14.9175,13.36541667,0.387083333,0.387,14.229,-0.656059028990508
18.072269,160.875,14.93,13.405,0.387583333,0.387,16.985,-0.642787609686539
18.156666,192.125,14.82583333,13.44458333,0.387,0.387,16.545,-0.629320391049837
17.888242,60.75,14.805,13.46333333,0.386166667,0.387,13.84,-0.615661475325658
17.828331,140.25,14.82583333,13.505,0.385625,0.387,15.743,-0.601815023152048
18.068742,175.6666667,14.9175,13.53625,0.384875,0.387,17.063,-0.587785252292473
17.913517,126.3333333,15.05083333,13.56125,0.384125,0.387,14.487,-0.573576436351046
17.770575,96.41666667,15.03208333,13.605,0.383416667,0.387,14.392,-0.559192903470747
17.804365,166.75,14.92166667,13.63208333,0.383,0.387,16.443,-0.544639035015027
17.893527,123.8333333,14.89875,13.655,0.38275,0.387,15.838,-0.529919264233205
17.935707,149.125,14.94875,13.69041667,0.382625,0.387,15.051,-0.515038074910054
17.901696,164.75,14.92583333,13.705,0.387583333,0.387,14.495,-0.5
18.013157,126.0833333,14.905,13.75291667,0.386666667,0.387,14.052,-0.484809620246337
17.738377,111.0833333,14.94875,13.75916667,0.385625,0.387,13.048,-0.469471562785891
17.538164,157.5,14.8925,13.805,0.384541667,0.387,13.762,-0.453990499739547
17.380291,140.7916667,14.74458333,13.805,0.383208333,0.387,13.091,-0.438371146789078
17.271546,112.8333333,14.72583333,13.855,0.381708333,0.387,12.449,-0.4226182617407
17.251935,149.9166667,14.84875,13.855,0.38025,0.387,12.829,-0.4067366430758
17.064756,108.7916667,14.905,13.89041667,0.378583333,0.387,10.892,-0.390731128489274
16.977921,163.5,14.80916667,13.905,0.378,0.386541667,13.275,-0.374606593415912
16.72014,194.2083333,14.50916667,13.90708333,0.377708333,0.386,12.96,-0.358367949545301
16.05544,53.25,14.14666667,13.95083333,0.378416667,0.386,12.406,-0.342020143325669
15.978959,155.5,13.78,13.955,0.380541667,0.386,14.622,-0.325568154457157
15.935304,90.54166667,13.62791667,13.91333333,0.38175,0.386,14.573,-0.309016994374948
15.878351,116.9583333,13.53625,13.905,0.382,0.386,14.415,-0.292371704722737
16.048592,36.20833333,13.55708333,13.905,0.382,0.386,12.902,-0.275637355816999
16.003038,49.16666667,13.65083333,13.905,0.382,0.386,12.62,-0.258819045102521
16.040693,123.5833333,13.68208333,13.905,0.382333333,0.386,14.365,-0.241921895599668
14.663824,39.95833333,13.13625,13.855,0.384875,0.386,14.273,-0.17364817766693
14.533998,118.5416667,12.95291667,13.855,0.385791667,0.386,15.615,-0.156434465040231
14.279323,115.25,12.82791667,13.81541667,0.385041667,0.386,14.392,-0.139173100960065
14.343219,132.875,12.81125,13.805,0.385,0.386,15.124,-0.121869343405147
14.460731,72.70833333,12.93625,13.7925,0.385,0.386,14.334,-0.104528463267653
14.633362,132.25,13.205,13.755,0.384416667,0.386,14.154,-0.0871557427476582
14.689104,125,13.57166667,13.755,0.383416667,0.386,13.563,-0.0697564737441256
14.983695,77.41666667,13.93833333,13.755,0.382416667,0.386,12.862,-0.0523359562429443
14.98797,98.08333333,14.20083333,13.755,0.382,0.386,12.13,-0.0348994967025016
15.024374,65.95833333,14.36541667,13.77166667,0.381,0.386,11.658,-0.0174524064372835
15.125075,134.6666667,14.41541667,13.805,0.3805,0.386,11.402,-1.83697019872103e-16
15.2124,114.9166667,14.46541667,13.805,0.379666667,0.386,10.695,0.0174524064372831
15.017022,88,14.54875,13.80708333,0.379,0.386,9.865,0.0348994967025013
14.991982,76.70833333,14.59041667,13.855,0.378333333,0.386,8.995,0.0523359562429439
15.139188,57.20833333,14.6175,13.855,0.378,0.386,9.453,0.0697564737441252
15.241117,95.58333333,14.68833333,13.86333333,0.378,0.386,8.179,0.0871557427476579
15.377959,95.54166667,14.81333333,13.905,0.378833333,0.385625,9.856,0.104528463267653
15.381066,94.625,14.87375,13.905,0.381916667,0.385,9.515,0.121869343405148
15.426403,98.875,14.76125,13.93833333,0.3835,0.385,9.499,0.139173100960065
15.558781,72.25,14.71958333,13.955,0.383,0.385,9.846,0.156434465040231
15.609223,49.375,14.83416667,13.955,0.383166667,0.385,9.133,0.17364817766693
15.517228,67.125,14.87375,14.005,0.381833333,0.385,10.139,0.190808995376544
15.229511,54.375,14.67791667,14.005,0.381666667,0.385,9.961,0.207911690817759
15.029721,100.2083333,14.26958333,14.005,0.382666667,0.385,9.8,0.224951054343865
14.882467,125.8333333,13.74458333,14.005,0.382,0.385,9.352,0.241921895599667
14.773186,87.25,13.2675,14.005,0.381625,0.385,8.894,0.258819045102521
14.68267,67.875,12.98,13.98833333,0.381,0.385,8.448,0.275637355816999
14.580046,105.2916667,12.80708333,13.955,0.380416667,0.385,8.359,0.292371704722737
14.195665,76.16666667,12.26541667,13.855,0.381125,0.385,10.159,0.342020143325668
14.154907,23.25,12.31333333,13.82375,0.382958333,0.385,9.128,0.3583679495453
14.102862,57.58333333,12.4175,13.79875,0.3865,0.385,11.4,0.374606593415912
14.081276,68.66666667,12.505,13.755,0.389708333,0.385,11.038,0.390731128489273
14.035178,50.5,12.47583333,13.7425,0.391041667,0.385,10.264,0.406736643075801
13.964876,62.91666667,12.47375,13.705,0.392041667,0.385916667,10.34,0.4226182617407
13.722545,62.16666667,12.51333333,13.68416667,0.393,0.386,10.862,0.438371146789077
13.647877,65.08333333,12.28625,13.655,0.393,0.386,11.7,0.453990499739547
13.61819,20.08333333,12.12583333,13.61541667,0.400416667,0.386125,11.773,0.46947156278589
13.411649,40.75,12.12375,13.58833333,0.407333333,0.387,13.82,0.484809620246337
13.187778,62.33333333,12.04041667,13.555,0.411458333,0.388,14.216,0.5
12.873264,61.33333333,11.91125,13.50916667,0.412166667,0.38925,14.978,0.515038074910054
12.632532,64.54166667,11.70083333,13.48,0.412958333,0.390375,13.322,0.529919264233205
12.50691,42.83333333,11.47166667,13.43833333,0.412125,0.391375,12.997,0.544639035015027
12.280948,62.41666667,11.33416667,13.3925,0.412916667,0.392375,14.56,0.559192903470746
12.120473,64.29166667,11.1675,13.3425,0.414,0.393416667,12.731,0.573576436351046
11.67507,44.5,10.9175,13.2925,0.413875,0.394458333,14.823,0.587785252292473
11.508232,64.29166667,10.63833333,13.23625,0.41475,0.3955,13.036,0.601815023152048
11.353764,63.70833333,10.28416667,13.17791667,0.413583333,0.396458333,12,0.615661475325659
11.122428,42.58333333,9.955,13.10708333,0.413,0.397166667,13.646,0.629320391049838
10.999466,34.45833333,9.78625,13.03208333,0.412875,0.398,12.056,0.642787609686539
10.779902,51.75,9.62375,12.96333333,0.412125,0.398791667,12.023,0.656059028990507
10.577643,54.29166667,9.502916667,12.88416667,0.411833333,0.39925,12.057,0.669130606358858
10.407071,37.41666667,9.315416667,12.80916667,0.410666667,0.4,11.764,0.681998360062498
10.502168,20.79166667,9.090416667,12.73,0.41,0.400166667,13.45,0.694658370458997
10.37859,30,9.025833333,12.64458333,0.411416667,0.401,12.198,0.707106781186547
10.235612,49.375,9.175833333,12.57375,0.411458333,0.401,11.643,0.719339800338651
10.153826,22.95833333,9.2175,12.49041667,0.410375,0.402,11.657,0.731353701619171
10.006219,38.79166667,9.27375,12.42375,0.410583333,0.402,11.466,0.743144825477394
10.028943,37.29166667,9.359166667,12.35083333,0.409916667,0.402083333,11.043,0.754709580222772
10.044598,18.625,9.502916667,12.28625,0.408833333,0.403,10.61,0.766044443118978
10.046593,7.166666667,9.644583333,12.22791667,0.407791667,0.403,10.357,0.777145961456971
9.794664,42.25,9.590416667,12.17166667,0.406625,0.403,9.817,0.788010753606722
9.595639,35.54166667,9.321666667,12.11333333,0.405583333,0.403,10.17,0.798635510047293
9.345975,36.5,9.07375,12.0425,0.405,0.403,9.694,0.809016994374947
9.170272,27.75,8.921666667,11.98,0.403583333,0.403,10.389,0.819152044288992
9.07701,26.41666667,8.684166667,11.91125,0.402708333,0.403,10.617,0.829037572555041
9.054398,29.25,8.411250146,11.83208333,0.402,0.403,10.228,0.838670567945424
9.013734,32.08333333,8.23625,11.75708333,0.401125,0.403,9.956,0.848048096156425
8.998409,27.04166667,8.125833625,11.67791667,0.400083333,0.403,9.77,0.857167300702112
8.985297,27.04166667,8.030000042,11.59458333,0.399333333,0.403,9.698,0.866025403784438
9.080231,25.83333333,8.048750083,11.51958333,0.398125,0.403,9.413,0.874619707139396
9.040595,18.79166667,8.207083375,11.43833333,0.396916667,0.403,9.109,0.882947592858927
8.954612,17.25,8.3883335,11.37375,0.395583333,0.403,8.851,0.891006524188368
8.94093,24.54166667,8.5175,11.31125,0.394416667,0.403,8.726,0.898794046299167
8.941297,26.25,8.555,11.24458333,0.393625,0.403,8.63,0.90630778703665
8.921742,20.25,8.555,11.18625,0.392541667,0.402375,8.404,0.913545457642601
8.943829,16.66666667,8.634166667,11.12791667,0.391375,0.402,7.779,0.92050485345244
8.794246,30.83333333,8.669583333,11.07375,0.390041667,0.402,8.755,0.927183854566787
8.714341,12.04166667,8.605,11.02166667,0.38925,0.402,8.305,0.933580426497202
8.672737,26.08333333,8.559166667,10.9675,0.388875,0.402,8.958,0.939692620785908
8.654392,21.83333333,8.555,10.91125,0.388,0.402,9.444,0.945518575599317
8.755214,7.75,8.615416667,10.85708333,0.387208333,0.402,9.411,0.951056516295154
8.765806,22.625,8.83,10.80708333,0.387,0.401125,9.847,0.956304755963036
8.865185,10.125,9.0425,10.76541667,0.386541667,0.401,9.475,0.961261695938319
8.909967,20.08333333,9.275833333,10.73208333,0.386,0.401,9.061,0.965925826289068
9.03194,6.833333333,9.515416667,10.705,0.386,0.401,9.49,0.970295726275996
8.946912,26.375,9.784166667,10.67583333,0.386,0.401,9.947,0.974370064785235
8.781284,7.125,9.752916667,10.655,0.389958333,0.401,16.534,0.978147600733806
8.627209,13.16666667,9.590416667,10.64458333,0.398625,0.401,14.827,0.981627183447664
8.469709,28.29166667,9.338333333,10.605,0.4045,0.401,12.086,0.984807753012208
8.343689,20.08333333,9.007083333,10.58,0.406,0.401,11.09,0.987688340595138
8.278049,13.58333333,8.800833333,10.54458333,0.40675,0.401,15.734,0.99026806874157
7.986902,20.66666667,8.63625,10.505,0.409375,0.401,12.089,0.992546151641322
8.015424,3.666666667,8.30291675,10.455,0.412583333,0.401833333,14.752,0.994521895368273
7.875465,15.125,8.175833333,10.405,0.420125,0.402625,12.985,0.996194698091746
7.618177,23.45833333,8.027916775,10.35291667,0.420625,0.404208333,11.131,0.997564050259824
7.510895,20.41666667,7.736249888,10.29458333,0.420125,0.405458333,13.547,0.998629534754574
7.249046,23.25,7.542499975,10.24041667,0.42075,0.406666667,12.596,0.999390827019096
7.165456,24.33333333,7.357083246,10.18,0.419208333,0.407791667,11.365,0.999847695156391
7.014696,21,7.192499925,10.1175,0.417625,0.4085,12.475,1
6.952602,20.54166667,7.06125,10.04458333,0.423291667,0.4095,13.414,0.999847695156391
6.79177,23.16666667,7.000833333,9.98,0.423291667,0.411208333,10.985,0.999390827019096
6.78839,10.875,6.834166579,9.919583333,0.422083333,0.412208333,11.646,0.998629534754574
6.707037,30.58333333,6.755,9.840416667,0.424958333,0.413666667,9.478,0.997564050259824
6.54545,23.91666667,6.755,9.777916667,0.425458333,0.415375,11.834,0.996194698091745
6.510284,5.916666667,6.740416667,9.71125,0.424208333,0.416625,9.187,0.999847695156391
6.456521,27.04166667,6.705,9.640416667,0.422708333,0.417333333,8.324,0.999390827019096
6.426984,13.66666667,6.715416667,9.577916667,0.426375,0.4185,11.025,0.998629534754574
6.306363,30,6.719583296,9.5175,0.426708333,0.420583333,10.122,0.997564050259824
6.331411,16.04166667,6.594583271,9.450833333,0.424958333,0.421291667,9.51,0.996194698091746
6.403453,19.66666667,6.615416604,9.38625,0.42625,0.422125,10.417,0.994521895368273
6.456095,22.79166667,6.713333271,9.327916667,0.42625,0.423041667,10.488,0.992546151641322
6.377839,33.375,6.819583333,9.27375,0.426125,0.424,8.603,0.99026806874157
6.3038,34.41666667,6.759166667,9.221666667,0.423,0.424,7.779,0.987688340595138
6.271577,34.625,6.657083071,9.165416667,0.41975,0.424,8.598,0.984807753012208
6.158164,37.125,6.540416667,9.11125,0.417541667,0.424,8.112,0.981627183447664
6.200011,4.791666667,6.409166392,9.050833333,0.417125,0.423375,8.331,0.978147600733806
6.095738,37.5,6.369583233,8.994583333,0.419833333,0.423,7.946,0.974370064785235
6.021284,5.458333333,6.215416542,8.93625,0.418916667,0.423,10.452,0.970295726275996
6.103346,37.625,6.204999875,8.877916667,0.425958333,0.423541667,10.55,0.965925826289068
6.094338,22.58333333,6.334166667,8.821666667,0.425,0.424,8.554,0.961261695938319
6.087254,40.54166667,6.315416667,8.7675,0.421625,0.424,9.341,0.956304755963035
6.058104,29.95833333,6.215416604,8.71125,0.418291667,0.424,7.672,0.951056516295154
6.002953,33.08333333,6.040416642,8.652916667,0.415041667,0.424,10.08,0.945518575599317
5.93737,43.95833333,5.921666467,8.594583333,0.4125,0.423541667,7.79,0.939692620785908
5.97151,31.16666667,5.902916479,8.538333333,0.410583333,0.423,7.026,0.933580426497202
5.99802,38.54166667,6.007083333,8.48,0.41,0.423,7.199,0.927183854566787
5.955804,25.125,6.111249938,8.427916667,0.41,0.422125,8.937,0.92050485345244
6.319138,6.791666667,6.217499888,8.377916938,0.416291667,0.422,10.66,0.913545457642601
6.29186,37.58333333,6.475833283,8.334166958,0.420541667,0.422,10.494,0.90630778703665
6.213685,39.04166667,6.59875,8.29875,0.424875,0.422375,9.762,0.898794046299167
6.042886,33.58333333,6.605,8.255,0.424708333,0.423,10.256,0.891006524188368
6.026881,51.75,6.605,8.219583333,0.424541667,0.423,9.314,0.882947592858927
5.978606,48.04166667,6.5675,8.190416667,0.422166667,0.423,7.361,0.874619707139396
5.971779,28.375,6.442499888,8.155,0.419125,0.423,6.492,0.866025403784439
5.838147,33.45833333,6.321666667,8.109167125,0.4195,0.423,8.135,0.857167300702112
5.802096,40.08333333,6.209166592,8.073750188,0.423625,0.423,8.179,0.848048096156426
5.806817,51.45833333,6.1549997,8.032083333,0.424791667,0.423708333,7.113,0.838670567945424
