feature,mean_abs_shap
cyday,1.5279942617773938
st255,1.2086945105789104
sm100,0.8655758121598381
sm255,0.8606086554252743
sr,0.7949362798385469
doc_gwlf,0.6078482642296722
swt,0.6050638922957604
st100,0.17742217269316166
