iter	RMSE
151	1.86645344
152	1.857416594
153	1.851815724
154	1.847286134
155	1.83905036
156	1.830766154
157	1.819826638
158	1.814884252
159	1.810414733
160	1.796013065
161	1.78895045
162	1.781499387
163	1.774465835
164	1.764809685
165	1.753561956
166	1.746184011
167	1.736258592
168	1.726536234
169	1.719050544
170	1.711142954
171	1.703521055
172	1.696118857
173	1.689340984
174	1.682297066
175	1.677266124
176	1.670736882
177	1.665241681
178	1.655372049
179	1.65183028
180	1.642154111
181	1.638489636
182	1.628317571
183	1.623948025
184	1.619928023
185	1.613114611
186	1.605733378
187	1.600656335
188	1.596128861
189	1.589710033
190	1.581889874
191	1.578428943
192	1.573197723
193	1.569487213
194	1.565868531
195	1.560533372
196	1.554151591
197	1.549454271
198	1.545479193
199	1.536740421
200	1.531063297
201	1.524049467
202	1.517774592
203	1.513931464
204	1.508266221
205	1.501552171
206	1.496909412
207	1.489641749
208	1.483579395
209	1.478365667
210	1.473900114
211	1.46736528
212	1.461268728
213	1.455407292
214	1.450051578
215	1.444183202
216	1.44129607
217	1.437050735
218	1.433404395
219	1.430071453
220	1.426452634
221	1.422545164
222	1.416215834
223	1.412151097
224	1.407314135
225	1.402576857
226	1.396564045
227	1.39076755
228	1.386640666
229	1.384423231
230	1.379690134
231	1.374127992
232	1.36978201
233	1.367248615
234	1.362087551
235	1.35744004
236	1.351996075
237	1.349261375
238	1.344135787
239	1.340616315
240	1.334995153
241	1.333892476
242	1.331500968
243	1.32797607
244	1.325905729
245	1.320974378
246	1.319504583
247	1.31817513
248	1.312848055
249	1.30708811
250	1.301328264
251	1.297061792
252	1.293143464
253	1.289244568
254	1.286747948
255	1.282994781
256	1.281928221
257	1.278329732
258	1.275247331
259	1.271684983
260	1.268234675
261	1.263137888
262	1.259290109
263	1.2541578
264	1.249899522
265	1.246124352
266	1.2424073
267	1.238303205
268	1.2346031
269	1.232041045
270	1.228352293
271	1.225828265
272	1.222447243
273	1.219544655
274	1.216507368
275	1.212745036
276	1.209656164
277	1.207416957
278	1.203682327
279	1.199039866
280	1.195571144
281	1.19220959
282	1.188969448
283	1.186142836
284	1.182423397
285	1.178561028
286	1.175121627
287	1.169376138
288	1.167170921
289	1.163935275
290	1.161346907
291	1.15843848
292	1.155420456
293	1.15110183
294	1.14814088
295	1.145157349
296	1.143834312
297	1.141886735
298	1.138754894
299	1.136115157
300	1.13340457
301	1.130760987
302	1.127330206
303	1.124670357
304	1.121626123
305	1.1182052
306	1.115766762
307	1.113236541
308	1.110784802
309	1.107379495
310	1.104623643
311	1.102470566
312	1.09901332
313	1.095921265
314	1.094202912
315	1.092495489
316	1.09011852
317	1.086727441
318	1.085376232
319	1.081174154
320	1.080165325
321	1.077604484
322	1.07456528
323	1.070974527
324	1.067740099
325	1.064459066
326	1.060914666
327	1.05885338
328	1.056141165
329	1.053594516
330	1.05075088
331	1.04891187
332	1.045516014
333	1.043909434
334	1.04242321
335	1.040773102
336	1.03879102
337	1.036511397
338	1.033849039
339	1.032809523
340	1.029658581
341	1.02655635
342	1.025153375
343	1.023533625
344	1.020982461
345	1.019575589
346	1.019011009
347	1.016149252
348	1.01356861
349	1.011721376
350	1.009180634
351	1.00768918
352	1.005255883
353	1.0038378
354	1.002563285
355	1.000943207
356	0.9981929397
357	0.996608937
358	0.9940586102
359	0.9914713248
360	0.9887195646
361	0.9857934471
362	0.9848438008
363	0.982816434
364	0.9806453656
365	0.9786178585
366	0.9771562467
367	0.9744276517
368	0.9723988122
369	0.9713926925
370	0.9694071744
371	0.9689024533
372	0.9665525864
373	0.9645317876
374	0.9617366317
375	0.9601555796
376	0.9577713717
377	0.9565188255
378	0.9538259262
379	0.9530780395
380	0.9505692624
381	0.9492653441
382	0.9470338486
383	0.9452415656
384	0.9432857503
385	0.9409531103
386	0.9374347355
387	0.9359297565
388	0.9344548154
389	0.9315696526
390	0.929287853
391	0.9263509269
392	0.9240899904
393	0.922082062
394	0.9206448835
395	0.9193474434
396	0.9168637952
397	0.9145746636
398	0.9133590622
399	0.911626952
400	0.909658657
401	0.9077621941
402	0.9057182261
403	0.9032080939
404	0.9018928911
405	0.9011913655
406	0.8992207666
407	0.8981437255
408	0.8962017156
409	0.89430933
410	0.8934259577
411	0.8928879961
412	0.8906470988
413	0.8890637236
414	0.8871671986
415	0.8848905471
416	0.8841844785
417	0.8825567975
418	0.8805902995
419	0.879022192
420	0.876932301
421	0.8757512685
422	0.8735084736
423	0.8719189673
424	0.8714757102
425	0.8700911015
426	0.8683176878
427	0.8660629519
428	0.8639916118
429	0.8616347837
430	0.8605804125
431	0.859125309
432	0.8575490253
433	0.8556476479
434	0.854129298
435	0.8531188314
436	0.8523433064
437	0.851734452
438	0.848950559
439	0.8473682963
440	0.8461808313
441	0.8448786569
442	0.8440676884
443	0.8436709819
444	0.8422261662
445	0.8406609447
446	0.8393802824
447	0.8381050257
448	0.8373545742
449	0.835463304
450	0.8334881257
451	0.8317597031
452	0.830243239
453	0.8286766642
454	0.827437586
455	0.8252944626
456	0.8244661402
457	0.8235529488
458	0.8201094219
459	0.818617143
460	0.8167370657
461	0.8161069857
462	0.8143156621
463	0.8121935995
464	0.8111748668
465	0.8090929589
466	0.8075679912
467	0.8062036999
468	0.8041648043
469	0.8038895131
470	0.8020957431
471	0.800276048
472	0.798792234
473	0.7964714155
474	0.7947390818
475	0.7923477708
476	0.7914226417
477	0.7898282631
478	0.7890377123
479	0.7869975458
480	0.7849444007
481	0.7842750145
482	0.7826278165
483	0.7800458534
484	0.7786885036
485	0.7776686009
486	0.7761826929
487	0.7746925221
488	0.7739553407
489	0.7715000067
490	0.7703583891
491	0.7688132993
492	0.7675404963
493	0.765998195
494	0.7653273626
495	0.7649484567
496	0.7637430791
497	0.7622664945
498	0.7607999273
499	0.759480034
