,Feature,Gain,Cover,Frequency
1,st255,0.319055798909551,0.154252120584604,0.176080970454715
2,sm100,0.278279011947506,0.128484362762667,0.155466249906973
3,sm255,0.209962302119228,0.0604819600971686,0.0879660638535387
4,v,0.110650556074644,0.285708786322063,0.266205254148992
5,cyday,0.0820523309490702,0.371072770233497,0.314281461635782
