,Feature,Gain,Cover,Frequency
1,st255,0.378794463933745,0.257992489775279,0.253401360544218
2,sm100,0.326205475211113,0.220921875402375,0.194146079484425
3,v,0.150123117630443,0.271141235769084,0.381489437880415
4,sm255,0.115037829414658,0.114269309916165,0.0776047261009667
5,cyday,0.0298391138100406,0.135675089137097,0.0933583959899749
