"v","st255","sm100","sm255","cyday"
123141125.579892,15.2470830625,0.268416666666667,0.317,-0.999390827019096
123103125.579892,15.3429166666667,0.267041666666667,0.317,-0.998629534754574
122665125.579892,15.42625,0.264958333333333,0.317,-0.997564050259824
122951125.579892,15.5012496875,0.263583333333333,0.316583333333333,-0.996194698091746
121620125.579893,15.5866666666667,0.262541666666667,0.316,-0.994521895368273
121289125.579893,15.6554166666667,0.263375,0.316,-0.992546151641322
117406125.579892,16.2720840416667,0.254958333333333,0.314,-0.970295726275996
117638125.579892,16.3658339166667,0.256083333333333,0.314,-0.965925826289068
117916125.579892,16.4658338333333,0.254375,0.314,-0.961261695938319
118102125.579892,16.55541775,0.252083333333333,0.313666666666667,-0.956304755963036
117730125.579892,16.6470833333333,0.251791666666667,0.313,-0.951056516295154
117175125.579892,16.7429172083333,0.252583333333333,0.313,-0.945518575599317
116667125.579892,16.8325011666667,0.2525,0.313,-0.939692620785908
116713125.579892,16.9262502916667,0.252291666666667,0.312416666666667,-0.933580426497202
116576125.579892,17.0179173333333,0.252041666666667,0.312,-0.927183854566787
116898125.579892,17.1075006666667,0.251625,0.312,-0.92050485345244
117175125.579892,17.1950005,0.252166666666667,0.312,-0.913545457642601
117453125.579892,17.28250075,0.252416666666667,0.312,-0.90630778703665
117861382.523892,17.3637505,0.251125,0.311291666666667,-0.898794046299167
118241125.579892,17.44083375,0.249916666666667,0.311,-0.891006524188368
117596281.829892,17.50750025,0.249041666666667,0.311,-0.882947592858927
116254125.579892,17.58458475,0.2475,0.311,-0.874619707139396
116373125.579892,17.6470833333333,0.248125,0.310625,-0.866025403784439
116217125.579892,17.7200006666667,0.248125,0.31,-0.857167300702112
115520125.579892,17.795001,0.248791666666667,0.31,-0.848048096156426
114653125.579892,17.8741669166667,0.24975,0.31,-0.838670567945424
114152125.579892,17.9512505416667,0.25075,0.309416666666667,-0.829037572555042
113609125.579892,18.0408341666667,0.2505,0.309,-0.819152044288992
113518125.579891,18.75750025,0.249416666666667,0.307,-0.731353701619171
113699125.579891,18.81375175,0.247833333333333,0.307,-0.719339800338651
113880125.579891,18.861667,0.247208333333333,0.307,-0.707106781186548
114061125.579891,18.9033333333333,0.247625,0.307,-0.694658370458998
113654125.579891,18.938750375,0.248583333333333,0.306625,-0.681998360062499
113473125.579891,18.9741675833333,0.249583333333333,0.306,-0.669130606358858
113654125.579891,19.02,0.249458333333333,0.306,-0.656059028990508
113790125.579892,19.06375175,0.24975,0.306,-0.642787609686539
113926125.579892,19.10958375,0.250375,0.306,-0.629320391049837
114061125.579892,19.1595833333333,0.248416666666667,0.305708333333333,-0.615661475325658
113383125.579892,19.20750075,0.248,0.305,-0.601815023152048
112661125.579892,19.2533336666667,0.248083333333333,0.305,-0.587785252292473
112751125.579892,19.2970844166667,0.250416666666667,0.305,-0.573576436351046
112886125.579892,19.34291775,0.25275,0.305,-0.559192903470747
112751125.579892,19.3866666666667,0.256875,0.304541666666667,-0.544639035015027
112796125.579892,19.436667,0.266125,0.304,-0.529919264233205
112886125.579892,19.4866673333333,0.266625,0.304,-0.515038074910054
110379125.579892,19.5408341666667,0.267125,0.304,-0.5
109403125.579891,19.595001,0.267125,0.304,-0.484809620246337
107990125.579891,19.6491666666667,0.265916666666667,0.303708333333333,-0.469471562785891
107056125.579891,19.705417375,0.266166666666667,0.303,-0.453990499739547
