iter	RMSE
0	0.2416745811
1	0.2267552653
2	0.212998058
3	0.2006050273
4	0.1903007282
5	0.1807508693
6	0.1711830953
7	0.1633776038
8	0.154833619
9	0.1478199965
10	0.1412197887
11	0.1355145978
12	0.1302991625
13	0.1251733667
14	0.1208820109
15	0.1166735967
16	0.1136616295
17	0.1106366328
18	0.1077616194
19	0.1051120901
20	0.1025423888
21	0.09986955038
22	0.09726530007
23	0.0947590611
24	0.09302390887
25	0.09120132313
26	0.08999090038
27	0.08874236089
28	0.08713355801
29	0.08648946932
30	0.08557309777
31	0.08374361691
32	0.08308927617
33	0.08166648924
34	0.08034246317
35	0.07980445462
36	0.07920271329
37	0.07789729442
38	0.07724069691
39	0.07588174507
40	0.07423033794
41	0.07384546652
42	0.07273910517
43	0.07215786785
44	0.07106059308
45	0.07062863676
46	0.06932911714
47	0.06881682564
48	0.0676740968
49	0.06726710972
50	0.06650430784
51	0.06614370966
52	0.06561171433
53	0.06525083021
54	0.06459829444
55	0.06345682133
56	0.06258901153
57	0.06172742644
58	0.06098804464
59	0.06026279001
60	0.059612461
61	0.05916290844
62	0.05811530253
63	0.0577894938
64	0.05716344524
65	0.05686727959
66	0.05656725959
67	0.05632346753
68	0.05579051039
69	0.05537131901
70	0.05514534193
71	0.05512276491
72	0.05474731886
73	0.05453030619
74	0.05428253285
75	0.05395832866
76	0.05374344601
77	0.05342310009
78	0.05316979423
79	0.05268347965
80	0.05249248433
81	0.05231044989
82	0.05202048962
83	0.0518239845
84	0.05135728883
85	0.05118667442
86	0.05091802366
87	0.05019353006
88	0.04946233693
89	0.04921276737
90	0.04897322699
91	0.0486981217
92	0.04825514331
93	0.04811293688
94	0.0477646145
95	0.04725263078
96	0.04713822474
97	0.04701100594
98	0.04690464041
99	0.04669090685
100	0.04650469528
101	0.04598083429
102	0.04577720035
103	0.04558338175
104	0.045386936
105	0.04529505274
106	0.04512560006
107	0.04504365599
108	0.04416951282
109	0.04400098284
110	0.04392386165
111	0.04364894355
112	0.04347410678
113	0.04267247672
114	0.04254218527
115	0.04246090848
116	0.04238255793
117	0.04181861162
118	0.04109331817
119	0.04095784145
120	0.04047014852
121	0.04038351824
122	0.04022781281
123	0.04010438981
124	0.04003777823
125	0.03997303993
126	0.03987262852
127	0.03975883625
128	0.03919492915
129	0.0390841418
130	0.03895312267
131	0.038331104
132	0.03822753028
133	0.03799329432
134	0.03793542355
135	0.03783926909
136	0.03772365983
137	0.03753888517
138	0.03708840314
139	0.03694242212
140	0.03635672082
141	0.03625474639
142	0.03577657718
143	0.03561375409
144	0.0354735111
145	0.03504097755
146	0.03495111012
147	0.03472207148
148	0.03463089359
149	0.03425834536
150	0.03405438607
151	0.03396894312
152	0.0337569144
153	0.03367532651
154	0.03359033297
155	0.03349210734
156	0.0334169559
157	0.03306511677
158	0.03294847069
159	0.03277251138
160	0.03271008626
161	0.03250707264
162	0.03238666003
163	0.03203673281
164	0.03197146762
165	0.03173246969
166	0.03166676399
167	0.03152921641
168	0.03142730546
169	0.03118988605
170	0.03112972074
171	0.03106953909
172	0.03102633272
173	0.03101285547
174	0.03095583741
175	0.03074629287
176	0.03068960831
177	0.03043827385
178	0.03038662867
179	0.03014498015
180	0.03010046602
181	0.03004255663
182	0.02990759742
183	0.02969326078
184	0.02935541286
185	0.02908701959
186	0.02898843272
187	0.0288330501
188	0.02879038055
189	0.02878147072
190	0.02861165379
191	0.02833065775
192	0.02812873282
193	0.02812273559
194	0.02801733279
195	0.02797578027
196	0.02765587881
197	0.02744318885
198	0.02731937312
199	0.02711902376
200	0.02706295364
201	0.02675743228
202	0.02674953668
203	0.02671707748
204	0.02671344057
205	0.02666531534
206	0.02656733939
207	0.02652654112
208	0.0264693304
209	0.02643816394
210	0.02622984628
211	0.02616064193
212	0.02612242877
213	0.02603338095
214	0.02595207607
215	0.0257247992
216	0.02571346049
217	0.02570833553
218	0.02570428164
219	0.0256310721
220	0.02549411098
221	0.02536695626
222	0.02530552788
223	0.02526406964
224	0.02522908619
225	0.02513520393
226	0.02510931938
227	0.02506648698
228	0.02503344578
229	0.02501572926
230	0.02501263683
231	0.02487089377
232	0.02484140315
233	0.02471856507
234	0.02453176048
235	0.02435988658
236	0.0241892821
237	0.02395442579
238	0.02382610079
239	0.02378707958
240	0.02375034023
241	0.02370980679
242	0.02367845997
243	0.02364199628
244	0.02358261919
245	0.02355219371
246	0.02345690171
247	0.02341753492
248	0.02335397595
249	0.02331469501
250	0.02329523287
251	0.0231768092
252	0.02312498766
253	0.02301305848
254	0.02293626016
255	0.02283872577
256	0.02275290114
257	0.02266425111
258	0.02259429638
259	0.02245569863
260	0.02240088246
261	0.02237455982
262	0.02233678711
263	0.02224014678
264	0.02211591913
265	0.02210926697
266	0.02207320186
267	0.02193224988
268	0.02190390237
269	0.02187788831
270	0.02181373957
271	0.02179579678
272	0.02175054835
273	0.02162502488
274	0.02155967025
275	0.02145290018
276	0.0213851823
277	0.02131309755
278	0.02124115656
279	0.02116282413
280	0.02112977695
281	0.02106998583
282	0.02092933183
283	0.02089024369
284	0.02081934582
285	0.02069484104
286	0.02057638385
287	0.02050774028
288	0.02040734864
289	0.02029594494
290	0.02020061116
291	0.02016238476
292	0.02008546432
293	0.02000926788
294	0.01996752412
295	0.01990226413
296	0.01977555832
297	0.01973953235
298	0.01972181606
299	0.01966861816
300	0.01966381913
301	0.01958595489
302	0.01950051026
303	0.01943297422
304	0.01943132265
305	0.01938951714
306	0.01938515655
307	0.0193426331
308	0.01932169357
309	0.01926927666
310	0.0191961791
311	0.01911620921
312	0.01908858426
313	0.01902864666
314	0.01898852155
315	0.01894438149
316	0.01892364812
317	0.01891497208
318	0.01890223791
319	0.01884282869
320	0.01877097241
321	0.01876279562
322	0.01873233237
323	0.01867980186
324	0.01860958722
325	0.01855977618
326	0.01853064841
327	0.0184657366
328	0.01840162022
329	0.01833944165
330	0.01829867152
331	0.01828109914
332	0.01822958592
333	0.01819654669
334	0.01814405285
335	0.01806624405
336	0.01804514203
337	0.01798494787
338	0.01790664479
339	0.01788909791
340	0.01787596328
341	0.01781440458
342	0.01779951558
343	0.01772643649
344	0.01766920485
345	0.0176335323
346	0.01758073787
347	0.01756471928
348	0.01751813377
349	0.01747707797
350	0.01743435092
351	0.01739373104
352	0.01735418123
353	0.01733370556
354	0.01732105051
355	0.01728553705
356	0.01722737222
357	0.01712976399
358	0.01706082299
359	0.01700259769
360	0.01696499587
361	0.01691776365
362	0.01689489085
363	0.01683342209
364	0.01677961008
365	0.01674025703
366	0.01670846463
367	0.01665296213
368	0.01662564082
369	0.01660016028
370	0.01658686874
371	0.01653211369
372	0.01651565575
373	0.0165059195
374	0.01646861645
375	0.01642788853
376	0.01638389369
377	0.0163580863
378	0.01631932569
379	0.0162901794
380	0.01626666393
381	0.0162046935
382	0.01617108459
383	0.01612920402
384	0.01608783575
385	0.0160292971
386	0.01601442137
387	0.01597125705
388	0.0159434829
389	0.01592652249
390	0.01589617701
391	0.01586238078
392	0.01584896911
393	0.01583529848
394	0.01581790037
395	0.01579822604
396	0.0157308403
397	0.01572012319
398	0.01566747123
399	0.01562900311
400	0.01559516151
401	0.01557297784
402	0.01554631386
403	0.0155112972
404	0.01547442021
405	0.01546388698
406	0.01544063689
407	0.0153945338
408	0.01534679764
409	0.0153162492
410	0.0152705989
411	0.01522957941
412	0.01517879528
413	0.01514903745
414	0.01511509587
415	0.01509189351
416	0.01506307994
417	0.01503871477
418	0.01499089597
419	0.01493536494
420	0.01489467389
421	0.01484526332
422	0.01483751605
423	0.01479683407
424	0.01475182949
425	0.01471518286
426	0.01467534549
427	0.01463455001
428	0.01460470616
429	0.01457598961
430	0.01452397327
431	0.01445851284
432	0.0144340363
433	0.01439361735
434	0.01437168167
435	0.01435517841
436	0.01431754823
